"","TIN","Practice ID","Practice Name","Start Date","End Date","MeasureID","EGP","Numerator","Exclusion","Exception","ED.IDs","ED_name_x"
"60",201692217,437170,"Envision","7/1/2017","9/30/2017","24",1,1,1,0,"437640",NA
"61",201692217,437170,"Envision","7/1/2017","9/30/2017","25",7,5,0,0,"437640",NA
"62",201731332,239138,"Eastside Emergency Physicians","1/1/2017","12/31/2017","21",2615,154,116,0,"240051, 240062, 240070",", Swedish Issaquah, Swedish Mill Creek, Swedish Redmond Campus"
"63",201731332,239138,"Eastside Emergency Physicians","1/1/2017","12/31/2017","25",124,56,0,0,"240051, 240062, 240070",", Swedish Issaquah, Swedish Mill Creek, Swedish Redmond Campus"
"64",202296259,437170,"Envision","7/1/2017","12/31/2017","19",21,13,6,0,"437279",NA
"65",202296259,437170,"Envision","7/1/2017","12/31/2017","24",2,2,0,0,"437279",NA
"66",202296259,437170,"Envision","7/1/2017","12/31/2017","25",21,12,0,0,"437279",NA
"67",202319275,437170,"Envision","7/1/2017","12/31/2017","24",4,2,1,0,"437191",NA
"68",202319275,437170,"Envision","7/1/2017","12/31/2017","25",12,8,0,0,"437191",NA
"69",202319275,437170,"Envision","7/1/2017","12/31/2017","31",4,3,0,0,"437191",NA
"70",202709729,95005,"Rutgers/Robert Wood Johnson Medical School","1/1/2017","3/31/2017","24",652,100,46,0,"216201",", Robert Wood Johnson University Hospital"
"71",202709729,95005,"Rutgers/Robert Wood Johnson Medical School","1/1/2017","3/31/2017","25",52,42,0,0,"216201",", Robert Wood Johnson University Hospital"
"72",202873202,437170,"Envision","7/1/2017","9/30/2017","22",1,1,0,0,"437442",NA
"73",202873202,437170,"Envision","7/1/2017","9/30/2017","25",9,5,0,0,"437442",NA
"74",202873263,437170,"Envision","7/1/2017","9/30/2017","25",12,7,0,0,"437536",NA
"75",202873263,437170,"Envision","7/1/2017","9/30/2017","31",10,4,0,0,"437536",NA
"76",202923866,437170,"Envision","7/1/2017","9/30/2017","24",2,1,1,0,"437691",NA
"77",202923866,437170,"Envision","7/1/2017","9/30/2017","25",9,6,0,0,"437691",NA
"78",202923866,437170,"Envision","7/1/2017","9/30/2017","31",9,3,0,0,"437691",NA
"79",203161265,437170,"Envision","7/1/2017","12/31/2017","22",4,2,0,0,"437466",NA
"80",203161265,437170,"Envision","7/1/2017","12/31/2017","25",3,2,0,0,"437466",NA
"81",203193795,437170,"Envision","7/1/2017","9/30/2017","25",12,7,0,0,"437215",NA
"82",203193795,437170,"Envision","7/1/2017","9/30/2017","31",13,7,0,0,"437215",NA
"83",203218897,437170,"Envision","7/1/2017","12/31/2017","22",1,1,0,0,"437571",NA
"84",203218897,437170,"Envision","7/1/2017","12/31/2017","24",1,1,0,0,"437571",NA
"85",203218897,437170,"Envision","7/1/2017","12/31/2017","25",11,9,0,0,"437571",NA
"86",203218897,437170,"Envision","7/1/2017","12/31/2017","31",1,1,0,0,"437571",NA
"87",203241687,437170,"Envision","7/1/2017","12/31/2017","24",8,5,2,0,"437507",NA
"88",203241687,437170,"Envision","7/1/2017","12/31/2017","25",69,55,0,0,"437507",NA
"89",203512079,437170,"Envision","7/1/2017","12/31/2017","24",3,1,0,0,"437248",NA
"90",203512079,437170,"Envision","7/1/2017","12/31/2017","25",11,9,0,0,"437248",NA
"91",203512079,437170,"Envision","7/1/2017","12/31/2017","31",4,2,0,0,"437248",NA
"92",203512226,437170,"Envision","7/1/2017","12/31/2017","19",75,52,9,0,"437412",NA
"93",203512226,437170,"Envision","7/1/2017","12/31/2017","20",7,0,0,0,"437412",NA
"94",203512226,437170,"Envision","7/1/2017","12/31/2017","22",2,1,0,0,"437412",NA
"95",203512226,437170,"Envision","7/1/2017","12/31/2017","24",3,0,0,0,"437412",NA
"96",203512226,437170,"Envision","7/1/2017","12/31/2017","25",39,37,0,0,"437412",NA
"97",203570726,437170,"Envision","7/1/2017","12/31/2017","22",1,1,0,0,"437293",NA
"98",203570726,437170,"Envision","7/1/2017","12/31/2017","25",9,7,0,0,"437293",NA
"99",203623609,157087,"Sherman Oaks Emergency Medical Associates","10/1/2017","12/31/2017","21",117,39,22,0,"157422",NA
"100",203623609,157087,"Sherman Oaks Emergency Medical Associates","10/1/2017","12/31/2017","25",17,2,0,0,"157422",NA
"101",203772079,437170,"Envision","7/1/2017","12/31/2017","24",3,2,0,0,"437591",NA
"102",203772079,437170,"Envision","7/1/2017","12/31/2017","25",6,3,0,0,"437591",NA
"103",204137703,437170,"Envision","7/1/2017","12/31/2017","19",3,2,2,0,"437369",NA
"104",204137703,437170,"Envision","7/1/2017","12/31/2017","22",1,0,0,0,"437369",NA
"105",204137703,437170,"Envision","7/1/2017","12/31/2017","24",3,1,0,0,"437369",NA
"106",204137703,437170,"Envision","7/1/2017","12/31/2017","25",10,7,0,0,"437369",NA
"107",204177491,437170,"Envision","7/1/2017","9/30/2017","24",4,3,0,0,"437617",NA
"108",204177491,437170,"Envision","7/1/2017","9/30/2017","25",5,5,0,0,"437617",NA
"109",204177548,437170,"Envision","7/1/2017","12/31/2017","22",6,2,1,0,"437618, 437619, 437620",NA
"110",204177548,437170,"Envision","7/1/2017","12/31/2017","24",12,7,0,0,"437618, 437619, 437620",NA
"111",204177548,437170,"Envision","7/1/2017","12/31/2017","25",56,48,0,0,"437618, 437619, 437620",NA
"112",204177548,437170,"Envision","7/1/2017","12/31/2017","31",22,13,0,0,"437618, 437619, 437620",NA
"113",204329583,437170,"Envision","7/1/2017","9/30/2017","24",1,1,0,0,"437337",NA
"114",204329583,437170,"Envision","7/1/2017","9/30/2017","25",16,11,0,1,"437337",NA
"115",204667340,437170,"Envision","7/1/2017","12/31/2017","25",55,44,0,0,"437686",NA
"116",204859734,437170,"Envision","7/1/2017","12/31/2017","22",15,5,0,2,"437434",NA
"117",204859734,437170,"Envision","7/1/2017","12/31/2017","24",7,7,0,0,"437434",NA
"118",204859734,437170,"Envision","7/1/2017","12/31/2017","25",32,30,0,0,"437434",NA
"119",204859734,437170,"Envision","7/1/2017","12/31/2017","31",10,8,0,0,"437434",NA
"120",205006543,437170,"Envision","7/1/2017","12/31/2017","25",4,2,0,0,"437373",NA
"121",205006543,437170,"Envision","7/1/2017","12/31/2017","31",3,0,0,0,"437373",NA
"122",205033693,157084,"Valley Presbyterian Emergency Medical Associates","10/1/2017","12/31/2017","21",447,32,8,0,"322977",", Valley Presbyterian Hospital"
"123",205048404,437170,"Envision","7/1/2017","9/30/2017","22",11,2,0,0,"437360, 437361",NA
"124",205048404,437170,"Envision","7/1/2017","9/30/2017","24",12,7,0,0,"437360, 437361",NA
"125",205048404,437170,"Envision","7/1/2017","9/30/2017","25",72,59,0,0,"437360, 437361",NA
"126",205168942,437170,"Envision","7/1/2017","12/31/2017","24",3,1,0,0,"437406",NA
"127",205168942,437170,"Envision","7/1/2017","12/31/2017","25",52,47,0,0,"437406",NA
"128",205168942,437170,"Envision","7/1/2017","12/31/2017","31",2,2,0,0,"437406",NA
"129",205370307,437170,"Envision","7/1/2017","12/31/2017","22",5,1,0,0,"437726",NA
"130",205370307,437170,"Envision","7/1/2017","12/31/2017","24",2,1,0,0,"437726",NA
"131",205370307,437170,"Envision","7/1/2017","12/31/2017","25",24,19,0,0,"437726",NA
"132",205444836,152013,"Shenandoah Emergency Medicine Specialist, LLC","1/1/2017","12/31/2017","21",2193,109,358,0,"172216",NA
"133",205444836,152013,"Shenandoah Emergency Medicine Specialist, LLC","1/1/2017","12/31/2017","24",2192,1473,250,0,"172216",NA
"134",205559672,437170,"Envision","7/1/2017","9/30/2017","25",48,33,0,0,"437665, 437666, 437667",NA
"135",205559720,437170,"Envision","7/1/2017","12/31/2017","25",92,68,0,0,"437523, 437707, 437727",NA
"136",205559720,437170,"Envision","7/1/2017","12/31/2017","31",22,11,0,0,"437523, 437707, 437727",NA
"137",205740822,154237,"Beach Emergency Medical Associates","10/1/2017","12/31/2017","21",123,14,3,0,"154250",NA
"138",205791841,437170,"Envision","10/1/2017","12/31/2017","24",14,0,1,0,"439074, 439085",NA
"139",205791841,437170,"Envision","10/1/2017","12/31/2017","25",18,0,0,0,"439074, 439085",NA
"140",208293795,437170,"Envision","7/1/2017","9/30/2017","25",11,5,0,0,"437565",NA
"141",208333372,437170,"Envision","7/1/2017","12/31/2017","22",4,1,0,1,"437560",NA
"142",208333372,437170,"Envision","7/1/2017","12/31/2017","24",3,2,0,0,"437560",NA
"143",208333372,437170,"Envision","7/1/2017","12/31/2017","25",10,7,0,0,"437560",NA
"144",208466374,437170,"Envision","7/1/2017","12/31/2017","19",19,13,8,0,"437208",NA
"145",208466374,437170,"Envision","7/1/2017","12/31/2017","20",7,3,0,0,"437208",NA
"146",208466374,437170,"Envision","7/1/2017","12/31/2017","22",5,3,0,0,"437208",NA
"147",208466374,437170,"Envision","7/1/2017","12/31/2017","24",1,1,2,0,"437208",NA
"148",208466374,437170,"Envision","7/1/2017","12/31/2017","25",76,60,0,0,"437208",NA
"149",208466374,437170,"Envision","7/1/2017","12/31/2017","31",43,25,0,0,"437208",NA
"150",208818070,437170,"Envision","7/1/2017","12/31/2017","22",15,4,0,0,"437498",NA
"151",208818070,437170,"Envision","7/1/2017","12/31/2017","24",21,12,2,0,"437498",NA
"152",208818070,437170,"Envision","7/1/2017","12/31/2017","25",50,36,0,0,"437498",NA
"153",208818070,437170,"Envision","7/1/2017","12/31/2017","31",79,34,0,0,"437498",NA
"154",222668179,248656,"Valley Emergency Room Associates, PA","1/1/2017","12/31/2017","31",4,3,0,0,"257052",", The Valley Hospital"
"155",223589282,323163,"South Jersey Health System Emergency Physician Services","1/1/2017","12/31/2017","21",1550,259,177,0,"325708, 325710, 325714",", Inspira Medical Center Vineland ED, Inspira Health Center Bridgeton SED, Inspira Medical Center Elmer"
"156",223589282,323163,"South Jersey Health System Emergency Physician Services","1/1/2017","12/31/2017","24",3730,1900,251,0,"325708, 325710, 325714",", Inspira Medical Center Vineland ED, Inspira Health Center Bridgeton SED, Inspira Medical Center Elmer"
"157",223589282,323163,"South Jersey Health System Emergency Physician Services","1/1/2017","12/31/2017","25",1601,818,0,0,"325708, 325710, 325714",", Inspira Medical Center Vineland ED, Inspira Health Center Bridgeton SED, Inspira Medical Center Elmer"
"158",250979346,175627,"Penn Highlands DuBois and Healthcare","7/1/2017","12/31/2017","22",285,84,0,0,"192124",", Penn Highlands Clearfield"
"159",250979346,175627,"Penn Highlands DuBois and Healthcare","7/1/2017","12/31/2017","24",73,23,1,0,"192124",", Penn Highlands Clearfield"
"160",250984595,175627,"Penn Highlands DuBois and Healthcare","7/1/2017","12/31/2017","21",39,10,36,0,"192083",", Penn Highlands Brookville"
"161",250984595,175627,"Penn Highlands DuBois and Healthcare","7/1/2017","12/31/2017","22",230,57,0,0,"192083",", Penn Highlands Brookville"
"162",250984595,175627,"Penn Highlands DuBois and Healthcare","7/1/2017","12/31/2017","24",23,11,1,0,"192083",", Penn Highlands Brookville"
"163",260179687,437170,"Envision","7/1/2017","12/31/2017","22",1,1,0,0,"437260",NA
"164",260179687,437170,"Envision","7/1/2017","12/31/2017","25",1,1,0,0,"437260",NA
"165",260456103,437170,"Envision","7/1/2017","12/31/2017","20",10,3,0,0,"437555",NA
"166",260456103,437170,"Envision","7/1/2017","12/31/2017","22",8,2,0,0,"437555",NA
"167",260456103,437170,"Envision","7/1/2017","12/31/2017","24",5,3,0,0,"437555",NA
"168",260456103,437170,"Envision","7/1/2017","12/31/2017","25",189,147,0,0,"437555",NA
"169",260456103,437170,"Envision","7/1/2017","12/31/2017","31",46,23,0,0,"437555",NA
"170",260602741,437170,"Envision","7/1/2017","12/31/2017","25",2,1,0,0,"437594",NA
"171",260602786,437170,"Envision","7/1/2017","12/31/2017","25",2,2,0,0,"437537",NA
"172",260635967,437170,"Envision","7/1/2017","12/31/2017","25",44,27,0,0,"437424",NA
"173",260635967,437170,"Envision","7/1/2017","12/31/2017","31",32,4,0,0,"437424",NA
"174",260706037,437170,"Envision","7/1/2017","12/31/2017","22",4,1,0,0,"437284",NA
"175",260706037,437170,"Envision","7/1/2017","12/31/2017","24",3,2,0,0,"437284",NA
"176",260706037,437170,"Envision","7/1/2017","12/31/2017","25",72,68,0,0,"437284",NA
"177",260706037,437170,"Envision","7/1/2017","12/31/2017","31",26,15,0,0,"437284",NA
"178",260733511,437170,"Envision","7/1/2017","12/31/2017","22",2,2,0,0,"437647",NA
"179",260733511,437170,"Envision","7/1/2017","12/31/2017","25",5,4,0,0,"437647",NA
"180",260892081,437170,"Envision","7/1/2017","12/31/2017","25",1,1,0,0,"437519",NA
"181",261201002,437170,"Envision","7/1/2017","12/31/2017","22",3,1,0,0,"437634",NA
"182",261201002,437170,"Envision","7/1/2017","12/31/2017","24",10,8,1,0,"437634",NA
"183",261201002,437170,"Envision","7/1/2017","12/31/2017","25",44,27,0,0,"437634",NA
"184",261201002,437170,"Envision","7/1/2017","12/31/2017","31",20,6,0,0,"437634",NA
"185",261217938,437170,"Envision","7/1/2017","12/31/2017","25",4,3,0,0,"437525",NA
"186",261414525,437170,"Envision","7/1/2017","9/30/2017","19",48,24,9,0,"437632, 437674",NA
"187",261414525,437170,"Envision","7/1/2017","9/30/2017","24",5,5,0,0,"437632, 437674",NA
"188",261414525,437170,"Envision","7/1/2017","9/30/2017","25",39,37,0,0,"437632, 437674",NA
"189",261466957,437170,"Envision","7/1/2017","12/31/2017","22",5,1,0,0,"437298, 437392",NA
"190",261466957,437170,"Envision","7/1/2017","12/31/2017","24",2,1,0,0,"437298, 437392",NA
"191",261466957,437170,"Envision","7/1/2017","12/31/2017","25",76,52,0,1,"437298, 437392",NA
"192",261467290,98494,"USACS Management Group, LTD.","6/1/2017","12/31/2017","21",2218,705,102,0,"354381, 354383, 354386, 354387",NA
"193",261467290,98494,"USACS Management Group, LTD.","6/1/2017","12/31/2017","24",3736,3054,61,0,"354381, 354383, 354386, 354387",NA
"194",261467345,437170,"Envision","7/1/2017","12/31/2017","22",1,1,0,0,"437335",NA
"195",261527388,437170,"Envision","7/1/2017","12/31/2017","25",1,1,0,0,"437648",NA
"196",261697674,157071,"Alvarado Emergency Medical Associates, Inc.","10/1/2017","12/31/2017","21",170,7,4,0,"157563",NA
"197",261952484,437170,"Envision","7/1/2017","12/31/2017","19",17,11,5,0,"437186",NA
"198",261952484,437170,"Envision","7/1/2017","12/31/2017","20",3,2,0,0,"437186",NA
"199",261952484,437170,"Envision","7/1/2017","12/31/2017","25",9,8,0,0,"437186",NA
"200",262187521,437170,"Envision","7/1/2017","12/31/2017","25",11,9,0,0,"437671",NA
"201",262307339,437170,"Envision","7/1/2017","12/31/2017","19",71,59,13,0,"437251",NA
"202",262307339,437170,"Envision","7/1/2017","12/31/2017","20",7,4,0,0,"437251",NA
"203",262307339,437170,"Envision","7/1/2017","12/31/2017","24",3,1,0,0,"437251",NA
"204",262307339,437170,"Envision","7/1/2017","12/31/2017","25",36,28,0,0,"437251",NA
"205",262307339,437170,"Envision","7/1/2017","12/31/2017","31",6,5,0,0,"437251",NA
"206",262315767,437170,"Envision","7/1/2017","9/30/2017","19",35,20,16,0,"437211",NA
"207",262315767,437170,"Envision","7/1/2017","9/30/2017","20",6,3,0,0,"437211",NA
"208",262315767,437170,"Envision","7/1/2017","9/30/2017","22",1,0,0,0,"437211",NA
"209",262315767,437170,"Envision","7/1/2017","9/30/2017","24",2,1,0,0,"437211",NA
"210",262315767,437170,"Envision","7/1/2017","9/30/2017","25",53,34,0,0,"437211",NA
"211",262315767,437170,"Envision","7/1/2017","9/30/2017","31",3,2,0,0,"437211",NA
"212",262319608,437170,"Envision","7/1/2017","12/31/2017","22",1,0,0,0,"437532",NA
"213",262319608,437170,"Envision","7/1/2017","12/31/2017","24",6,3,0,0,"437532",NA
"214",262319608,437170,"Envision","7/1/2017","12/31/2017","25",37,28,0,0,"437532",NA
"215",262321547,437170,"Envision","7/1/2017","9/30/2017","22",8,3,0,0,"437621, 437622",NA
"216",262321547,437170,"Envision","7/1/2017","9/30/2017","24",6,5,0,0,"437621, 437622",NA
"217",262321547,437170,"Envision","7/1/2017","9/30/2017","25",27,25,0,0,"437621, 437622",NA
"218",262492386,437170,"Envision","7/1/2017","12/31/2017","22",4,1,1,0,"437371",NA
"219",262492386,437170,"Envision","7/1/2017","12/31/2017","25",44,26,0,0,"437371",NA
"220",262492386,437170,"Envision","7/1/2017","12/31/2017","31",8,6,0,0,"437371",NA
"221",262972328,437170,"Envision","7/1/2017","12/31/2017","24",1,1,0,0,"437282",NA
"222",262972328,437170,"Envision","7/1/2017","12/31/2017","25",16,8,0,0,"437282",NA
"223",262972328,437170,"Envision","7/1/2017","12/31/2017","31",1,1,0,0,"437282",NA
"224",263104941,437170,"Envision","7/1/2017","12/31/2017","25",39,32,0,0,"437299",NA
"225",263104941,437170,"Envision","7/1/2017","12/31/2017","31",20,8,0,0,"437299",NA
"226",263284490,437170,"Envision","7/1/2017","12/31/2017","22",27,6,0,0,"437616",NA
"227",263284490,437170,"Envision","7/1/2017","12/31/2017","25",60,45,0,0,"437616",NA
"228",263340941,437170,"Envision","7/1/2017","9/30/2017","31",1,1,0,0,"437394",NA
"229",263388724,157070,"San Dimas Emergency Medical Associates, Inc.","10/1/2017","12/31/2017","25",7,1,0,0,"157562",NA
"230",263424842,437170,"Envision","7/1/2017","12/31/2017","19",78,45,17,0,"437631",NA
"231",263424842,437170,"Envision","7/1/2017","12/31/2017","22",27,4,0,0,"437631",NA
"232",263424842,437170,"Envision","7/1/2017","12/31/2017","24",9,5,2,0,"437631",NA
"233",263424842,437170,"Envision","7/1/2017","12/31/2017","25",74,45,0,0,"437631",NA
"234",263424842,437170,"Envision","7/1/2017","12/31/2017","31",74,48,0,0,"437631",NA
"235",263490403,437170,"Envision","7/1/2017","12/31/2017","19",115,74,33,0,"437456",NA
"236",263490403,437170,"Envision","7/1/2017","12/31/2017","22",7,2,0,0,"437456",NA
"237",263490403,437170,"Envision","7/1/2017","12/31/2017","24",6,5,1,0,"437456",NA
"238",263490403,437170,"Envision","7/1/2017","12/31/2017","25",31,20,0,0,"437456",NA
"239",263490403,437170,"Envision","7/1/2017","12/31/2017","31",26,13,0,0,"437456",NA
"240",263549931,437170,"Envision","7/1/2017","12/31/2017","22",11,8,0,0,"437646",NA
"241",263549931,437170,"Envision","7/1/2017","12/31/2017","24",10,8,0,0,"437646",NA
"242",263549931,437170,"Envision","7/1/2017","12/31/2017","25",148,92,0,0,"437646",NA
"243",263549974,437170,"Envision","7/1/2017","12/31/2017","24",2,1,0,0,"437249",NA
"244",263549974,437170,"Envision","7/1/2017","12/31/2017","25",26,15,0,0,"437249",NA
"245",263557704,110288,"Emerson Emergency Physicians","1/1/2017","12/31/2017","24",1104,689,65,0,"95696",", Emerson Hospital"
"246",263656680,437170,"Envision","7/1/2017","12/31/2017","22",32,2,0,0,"437729",NA
"247",263656680,437170,"Envision","7/1/2017","12/31/2017","24",8,3,2,0,"437729",NA
"248",263656680,437170,"Envision","7/1/2017","12/31/2017","25",121,94,0,0,"437729",NA
"249",263656680,437170,"Envision","7/1/2017","12/31/2017","31",44,33,0,0,"437729",NA
"250",263700799,437170,"Envision","7/1/2017","12/31/2017","25",7,4,0,0,"437193",NA
"251",263853489,437170,"Envision","7/1/2017","12/31/2017","19",21,12,2,0,"437578",NA
"252",263853489,437170,"Envision","7/1/2017","12/31/2017","20",4,3,0,0,"437578",NA
"253",263853489,437170,"Envision","7/1/2017","12/31/2017","24",4,4,1,0,"437578",NA
"254",263853489,437170,"Envision","7/1/2017","12/31/2017","25",35,30,0,0,"437578",NA
"255",264001486,437170,"Envision","7/1/2017","12/31/2017","24",9,4,2,0,"437458",NA
"256",264001486,437170,"Envision","7/1/2017","12/31/2017","25",67,52,0,0,"437458",NA
"257",264022264,437170,"Envision","7/1/2017","9/30/2017","25",27,19,0,0,"437663",NA
"258",264243826,437170,"Envision","7/1/2017","12/31/2017","22",1,1,0,0,"437724",NA
"259",264243826,437170,"Envision","7/1/2017","12/31/2017","25",13,9,0,0,"437724",NA
"260",264361210,98494,"USACS Management Group, LTD.","7/1/2017","12/31/2017","21",630,57,329,0,"353438, 353441",NA
"261",264361210,98494,"USACS Management Group, LTD.","7/1/2017","12/31/2017","24",1202,1096,60,0,"353438, 353441",NA
"262",264467460,437170,"Envision","7/1/2017","12/31/2017","22",33,9,0,0,"437429",NA
"263",264467460,437170,"Envision","7/1/2017","12/31/2017","24",15,9,0,0,"437429",NA
"264",264467460,437170,"Envision","7/1/2017","12/31/2017","25",54,51,0,0,"437429",NA
"265",264467460,437170,"Envision","7/1/2017","12/31/2017","31",30,20,0,0,"437429",NA
"266",264467651,437170,"Envision","7/1/2017","12/31/2017","24",3,3,0,0,"437503",NA
"267",264467651,437170,"Envision","7/1/2017","12/31/2017","25",51,33,0,0,"437503",NA
"268",264467651,437170,"Envision","7/1/2017","12/31/2017","31",5,4,0,0,"437503",NA
"269",264589015,437170,"Envision","7/1/2017","12/31/2017","24",1,1,0,0,"437212",NA
"270",270316031,437170,"Envision","7/1/2017","12/31/2017","25",97,67,0,0,"437492, 437583",NA
"271",270316042,437170,"Envision","7/1/2017","12/31/2017","22",3,2,0,0,"437413, 437414",NA
"272",270316042,437170,"Envision","7/1/2017","12/31/2017","25",35,26,0,0,"437413, 437414",NA
"273",270583564,98494,"USACS Management Group, LTD.","7/1/2017","12/31/2017","21",289,62,21,0,"353957, 353974",NA
"274",270583564,98494,"USACS Management Group, LTD.","7/1/2017","12/31/2017","24",369,283,9,0,"353957, 353974",NA
"275",270654989,205396,"Pacific Coast Emergency Medical Associates","1/1/2017","12/31/2017","21",231,49,35,0,"322871",", College Medical Center"
"276",270825728,437170,"Envision","7/1/2017","12/31/2017","24",8,5,0,0,"437423",NA
"277",270825728,437170,"Envision","7/1/2017","12/31/2017","25",57,42,0,0,"437423",NA
