"","Element_ID","ElementName","Baltimore Washington Medical Center Department of Emergency Medicine","Beloit Memorial Hospital","Bon Secours Hospital","Bronson Battle Creek","Bronson LakeView Hospital","Bronson Methodist Hospital","CHI Baylor St. Luke's CEC Holcombe","CHI Baylor-St. Luke's CEC Pearland","CHI Baylor-St. Luke's CEC San Felipe","CHI Baylor-St. Luke's Medical Center, Texas Medical Center campus ","CHI St. Luke's Lakeside Hospital","CHI St. Luke's Springwoods Village Hospital","CHI St. Luke's Sugarland Hospital","CHI St. Luke's Vintage Hospital","CHI St. Luke's Woodlands Hospital","Cape Canaveral Hospital","Carolina East Medical Center (CRAV)","Carolinas HealthCare System Harrisburg (HARG)","Carolinas HealthCare System Kannapolis (KANN)","Carolinas HealthCare System Lincoln (LINC)","Carolinas HealthCare System NorthEast (NORT)","Carolinas HealthCare System Pineville (PINE)","Carolinas HealthCare System SouthPark (MORR)","Carolinas HealthCare System Steele Creek (STEE)","Carolinas HealthCare System University (UNIV)","Carolinas Medical Center - Huntersville (HUNT)","Carolinas Medical Center - Mercy (MERC)","Carson Valley Medical Center","Carteret Health Care (CART)","Centinela Hospital Medical Center","CentraCare Health St. Cloud Hospital","Coast Plaza Hospital","College Medical Center","Doctors Hospital at Renaissance","East Los Angeles Doctors Hospital","Emerson Hospital","Fairview Ridges Hospital","Fairview Southdale Hospital","Flagstaff Medical Center","Florida Hospital Carrollwood (CARO)","Florida Hospital Heartland Medical Center (HART)","Florida Hospital Lake Placid (PLAC)","Florida Hospital North Pinellas (NPIN)","Florida Hospital Tampa (TAMP)","Florida Hospital Wauchula (WAUC)","Florida Hospital Wesley Chapel (WECH)","Florida Hospital Zephyrhills (FLOZ)","Gila Regional Medical Center","Goleta Valley Cottage Hospital","Health Partners Methodist Hospital","Hollywood Presbyterian Medical Center","Holmes Regional Medical Center","Holy Family Hospital","Indian River Medical Center","Inspira Health Center Bridgeton SED","Inspira Medical Center Elmer","Inspira Medical Center Vineland ED","Little Company of Mary Hospital (Providence)","Memorial Hospital of Gardena","Mercy Health - Clermont Hospital (MEHE)","Mercy Medical Center","Mission Community Hospital","Mt. San Rafael Hospital","MultiCare Auburn Medical Center","North Mississippi Medical Center","NorthPointe Immediate Care","Norton Women and Childrens Hospital","Olathe Medical Center","Palm Bay Hospital","Palm Harbor Emergency Room (PALM)","Parkview Community Hospital Medical Center","Penn Highlands Brookville","Penn Highlands Clearfield","Penn Highlands Elk","Providence Regional Medical Center","Providence St.Joseph Medical Center","Providence Tarzana Medical Center","Queen Anne's Emergency Center (UMMS)","Queen's Medical Center West","Rhode Island Hospital","Robert Wood Johnson University Hospital","SMRMC","Sacred Heart Medical Center","Sacred Heart Medical Center Pediatrics","Santa Barbara Cottage Hospital","Shasta Regional Medical Center","St. Joseph's/Candler","Swedish Issaquah","Swedish Medical Center Cherry Hill Campus","Swedish Medical Center First Hill Campus","Swedish Mill Creek","Swedish Redmond Campus","Telluride Regional Medical Center ED","The Miriam Hospital","The Queens Medical Center","The Urgency Room - Eagan","The Urgency Room - Vadnais","The Urgency Room - Woodbury","The Valley Hospital","UM Shore Medical Center at Dorchester (UMMS)","UM Shore Medical Center at Easton (UMMS)","UMMC Midtown Campus (UMMS)","University of Maryland Harford Memorial Hospital (UMMS)","University of Maryland Medical Center (UMMS)","University of Maryland Upper Chesapeake Medical Center (UMMS)","Urgent Care at Doctors Hospital at Renaissance","Valley Presbyterian Hospital","Viera Hospital"
"11","6145","Onset date and timing of diagnosis of Brain Tumor",44,11,4,14,0,42,5,0,0,6,1,2,7,4,8,12,20,4,2,6,13,17,2,3,11,1,1,0,4,25,17,8,3,33,3,11,9,6,28,0,13,4,8,30,1,9,15,8,5,117,2,38,50,17,0,0,0,55,8,4,5,1,3,18,23,0,35,10,13,1,8,3,3,5,99,55,4,0,55,233,70,14,23,2,50,2,3,15,43,30,0,1,0,43,212,1,0,0,95,1,10,3,2,33,19,0,2,13
"12","6150","Current prescription of antiplatelet medications",9463,7332,793,2770,84,1728,19,17,5,33,6,1,19,21,36,5221,2398,258,326,1571,3194,4255,301,1021,2592,201,1027,8,370,3291,2527,89,2417,0,73,2091,0,0,4875,1007,2588,464,1034,4669,314,2079,2420,250,925,9015,109,19208,683,3386,458,1625,8308,3634,389,519,0,750,40,4028,0,436,1592,3301,6907,171,1639,1805,3348,0,4866,2303,2101,1,3850,15936,736,1418,3396,5,3892,1178,422,2103,2464,3183,678,265,0,13454,5369,38,58,26,2494,4,15,650,0,1292,0,0,9,3720
"13","6155","Prescription onset date and timing of current antiplatelet medication",9463,7332,793,2770,84,1728,19,17,5,33,6,1,19,21,36,5221,2398,258,326,1571,3194,4255,301,1021,2592,201,1027,8,370,3291,2527,89,2434,0,73,2091,0,0,4875,1007,2588,464,1034,4669,314,2079,2420,250,925,9015,109,19208,683,3386,458,1625,8308,3634,389,519,0,750,40,4028,0,436,1592,3301,6907,171,1639,1805,3348,0,4866,2303,2101,1,3850,15936,736,1418,3396,5,3892,1178,422,2103,2464,3183,678,265,0,13454,5369,38,58,26,2494,4,15,650,0,1292,0,0,9,3720
"14","6160","Diagnosis of trauma, excluding head trauma",7559,3008,102,4515,1726,8436,1629,816,774,636,269,256,1294,1112,1408,4015,3589,915,1335,1647,1947,2110,473,1538,4083,683,1043,547,1214,4992,1564,1578,1029,2825,949,4308,1221,1042,6183,2210,2310,811,1356,5580,892,2609,2309,2546,2734,5318,2664,6945,7578,2689,1722,2472,6738,6748,3992,1913,1841,1178,1237,4414,6338,881,5462,3283,5090,641,3595,973,1762,1505,6990,7092,4560,1345,7594,8254,1474,6397,6350,2455,4443,2132,1634,4013,1382,3519,5626,1267,319,4009,12676,591,572,518,9068,1222,1660,1681,1954,2114,4315,527,4762,2913
"15","6165","Onset date and timing of diagnosis of trauma, excluding head trauma",7559,3008,102,4515,1726,8436,1629,816,774,636,269,256,1294,1112,1408,4015,3589,915,1335,1647,1947,2110,473,1538,4083,683,1043,547,1214,4992,1564,1578,1029,2825,949,4308,1221,1042,6183,2210,2310,811,1356,5580,892,2609,2309,2546,2734,5318,2664,6945,7578,2689,1722,2472,6738,6748,3992,1913,1841,1178,1237,4414,6338,881,5462,3283,5090,641,3595,973,1762,1505,6990,7092,4560,1345,7594,8254,1474,6397,6350,2455,4443,2132,1634,4013,1382,3519,5626,1267,319,4009,12676,591,572,518,9068,1222,1660,1681,1954,2114,4315,527,4762,2913
"16","6170","CT of Torso ordered",594,0,935,5126,1215,8349,1060,405,467,1140,162,166,1234,1401,2041,2121,3056,298,470,1283,2196,2683,259,918,1769,259,538,189,1557,0,0,0,0,0,0,0,784,747,0,1918,2208,657,1508,6159,494,2985,2018,0,3067,6076,0,6190,0,504,1824,2913,15183,0,0,1456,0,0,3,0,0,0,0,0,3574,356,0,0,0,0,0,0,0,0,5317,0,2475,12176,0,0,10558,941,0,0,0,0,0,0,35,0,9665,154,201,158,4456,0,2,0,0,0,0,0,0,1423
"17","6175","Onset date and timing of CT of Torso ordered",594,0,935,5126,1215,8349,1060,405,467,1140,162,166,1234,1401,2041,2121,3056,298,470,1283,2196,2683,259,918,1769,259,538,189,1557,0,0,0,0,0,0,0,784,747,0,1918,2208,657,1508,6159,494,2985,2018,0,3067,6076,0,6190,0,504,1824,2913,15183,0,0,1456,0,0,3,0,0,0,0,0,3574,356,0,0,0,0,0,0,0,0,5317,0,2475,12176,0,0,10558,941,0,0,0,0,0,0,35,0,9665,154,201,158,4456,0,2,0,0,0,0,0,0,1423
"18","6180","Loss of consciousness",1887,16465,0,1079,204,2278,131,52,57,290,24,18,212,181,275,746,691,90,111,262,550,798,102,180,578,77,166,48,205,1576,358,421,261,857,107,757,258,221,1446,263,407,97,270,1166,66,646,469,413,398,1746,491,1734,2552,562,89,435,1618,2189,667,190,398,234,180,705,1383,732,1240,554,786,40,406,91,160,243,1886,1922,704,143,804,2001,348,1248,5586,808,1023,455,561,1579,1078,1966,941,320,42,1218,1406,38,27,31,1867,307,645,318,8973,715,19861,0,692,602
"19","6185","Onset date and timing of loss of consciousness",1887,16465,0,1079,204,2278,131,52,57,290,24,18,212,181,275,746,691,90,111,262,550,798,102,180,578,77,166,48,205,1576,358,421,261,857,107,757,258,221,1446,263,407,97,270,1166,66,646,469,413,398,1746,491,1734,2552,562,89,435,1618,2189,667,190,398,234,180,705,1383,732,1240,554,786,40,406,91,160,243,1886,1922,704,143,804,2001,348,1248,5586,808,1023,455,561,1579,1078,1966,941,320,42,1218,1406,38,27,31,1867,307,645,318,8973,715,19861,0,692,602
"20","6190","Post traumatic amnesia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8666,0,18874,0,0,0
"21","6195","Onset date and timing of post traumatic amnesia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8666,0,18874,0,0,0
"22","6200","Headache",1085,19716,0,4622,1591,9150,427,225,237,460,43,83,390,256,579,550,1053,387,509,595,738,1087,245,809,1673,239,493,58,208,1744,421,332,287,1356,165,1358,391,284,1487,848,504,114,402,2557,165,1088,517,640,759,2123,829,1355,10799,433,531,514,1955,4316,677,370,853,299,634,889,2519,1679,5001,1159,857,113,1166,113,248,184,1685,4332,793,253,1722,3726,715,832,1263,384,1188,533,587,4493,3340,5920,5285,949,11,2243,2217,114,125,143,1120,424,589,401,3445,1026,7077,57,1456,536
"23","6205","Onset date and timing of headache",1085,19716,0,4622,1591,9150,427,225,237,460,43,83,390,256,579,550,1053,387,509,595,738,1087,245,809,1673,239,493,58,208,1744,421,332,287,1356,165,1358,391,284,1487,848,504,114,402,2557,165,1088,517,640,759,2123,829,1355,10799,433,531,514,1955,4316,677,370,853,299,634,889,2519,1679,5001,1159,857,113,1166,113,248,184,1685,4332,793,253,1722,3726,715,832,1263,384,1188,533,587,4493,3340,5920,5285,949,11,2243,2217,114,125,143,1120,424,589,401,3445,1026,7077,57,1456,536
"24","6210","Short term memory deficits",0,6,0,21,11,44,1,2,4,3,1,0,1,3,10,4,3,2,4,2,11,8,1,2,5,1,3,0,1,7,20,1,1,3,0,11,9,4,14,2,4,1,2,8,0,5,2,4,10,64,2,9,190,1,0,3,3,37,0,4,2,1,0,17,4,0,14,5,6,1,3,0,1,1,51,27,8,0,13,46,11,6,27,0,15,4,1,90,88,226,15,4,0,16,40,1,2,1,21,0,4,2,8523,5,18742,0,5,3
"25","6215","Onset date and timing of short term memory deficits",0,6,0,21,11,44,1,2,4,3,1,0,1,3,10,4,3,2,4,2,11,8,1,2,5,1,3,0,1,7,20,1,1,3,0,11,9,4,14,2,4,1,2,8,0,5,2,4,10,64,2,9,190,1,0,3,3,37,0,4,2,1,0,17,4,0,14,5,6,1,3,0,1,1,51,27,8,0,13,46,11,6,27,0,15,4,1,90,88,226,15,4,0,16,40,1,2,1,21,0,4,2,8523,5,18742,0,5,3
"26","6220","Seizure after head injury",447,165,0,384,60,933,27,11,3,108,1,3,129,56,113,209,46,4,5,55,83,75,4,30,66,8,11,14,23,1274,196,130,63,432,23,151,44,57,215,15,44,12,43,187,8,62,61,209,87,458,150,554,419,144,35,111,761,256,151,25,75,143,25,276,279,0,389,195,274,1,90,19,60,67,739,208,142,1,301,824,165,248,483,268,294,91,111,118,287,178,33,26,8,188,495,0,3,0,294,24,29,139,8712,125,19045,0,117,112
"27","6225","Onset date and timing of seizure after head injury",447,165,0,384,60,933,27,11,3,108,1,3,129,56,113,209,46,4,5,55,83,75,4,30,66,8,11,14,23,1274,196,130,63,432,23,151,44,57,215,15,44,12,43,187,8,62,61,209,87,458,150,554,419,144,35,111,761,256,151,25,75,143,25,276,279,0,389,195,274,1,90,19,60,67,739,208,142,1,301,824,165,248,483,268,294,91,111,118,287,178,33,26,8,188,495,0,3,0,294,24,29,139,8712,125,19045,0,117,112
"28","6265","Diagnosis of coagulopathies",160,30,184,110,27,251,14,4,11,44,8,1,16,19,34,79,121,4,2,16,31,63,0,15,34,9,7,13,11,823,59,148,63,176,51,116,30,39,228,17,62,15,18,153,13,56,69,43,70,588,12,241,261,1774,10,67,228,454,3,40,73,5,34,137,104,1,147,25,110,3,88,11,22,24,698,247,19,7,287,437,182,163,388,81,309,107,7,29,80,307,3,3,0,229,730,0,0,0,279,17,57,22,34,75,193,3,23,108
"29","6270","Onset date and timing of diagnosis of coagulopathies",160,30,184,110,27,251,14,4,11,44,8,1,16,19,34,79,121,4,2,16,31,63,0,15,34,9,7,13,11,823,59,148,63,176,51,116,30,39,228,17,62,15,18,153,13,56,69,43,70,588,12,241,261,1774,10,67,228,454,3,40,73,5,34,137,104,1,147,25,110,3,88,11,22,24,698,247,19,7,287,437,182,163,388,81,309,76,7,29,80,307,3,3,0,229,730,0,0,0,279,17,57,22,34,75,193,3,23,108
"30","6275","Diagnosis of Thrombocytopenia",127,21,31,64,11,121,11,1,11,34,4,1,15,14,25,47,105,4,1,12,28,62,0,13,33,5,6,12,7,191,42,111,48,154,34,105,21,36,143,13,57,12,11,133,9,51,47,22,49,524,9,104,210,57,7,42,161,338,3,26,70,3,29,104,71,1,116,20,48,1,65,5,10,18,501,165,13,5,209,386,140,74,234,44,207,35,7,21,47,228,3,3,0,212,559,0,0,0,123,12,34,14,18,64,76,3,21,85
"31","6280","Onset date and timing of diagnosis of Thrombocytopenia",127,21,31,64,11,121,11,1,11,34,4,1,15,14,25,47,105,4,1,12,28,62,0,13,33,5,6,12,7,191,42,111,48,154,34,105,21,36,143,13,57,12,11,133,9,51,47,22,49,524,9,104,210,57,7,42,161,338,3,26,70,3,29,104,71,1,116,20,48,1,65,5,10,18,501,165,13,5,209,386,140,74,234,44,207,35,7,21,47,228,3,3,0,212,559,0,0,0,123,12,34,14,18,64,76,3,21,85
"32","6285","Determination of Pregnancy",1198,769,72,760,200,1681,265,153,60,136,6,28,293,299,523,513,707,180,299,277,455,591,102,498,1201,139,256,28,159,1785,245,193,149,1012,240,374,269,137,687,429,411,81,182,1701,177,534,548,328,264,828,1258,1528,946,377,436,415,2023,1659,1357,273,954,150,136,903,1266,22,2170,560,549,55,1145,67,158,142,1258,1325,927,96,1079,691,233,1511,955,10,666,179,254,488,225,935,1181,126,7,267,658,66,43,60,727,143,253,196,205,803,830,27,1998,234
"33","6290","Onset date and timing of Pregnancy",1198,769,72,760,200,1681,265,153,60,136,6,28,293,299,523,513,707,180,299,277,455,591,102,498,1201,139,256,28,159,1785,245,193,149,1012,240,374,269,137,687,429,411,81,182,1701,177,534,548,328,264,828,1258,1528,946,377,436,415,2023,1659,1357,273,954,150,136,903,1266,22,2170,560,549,55,1145,67,158,142,1258,1325,927,96,1079,691,233,1511,955,10,666,179,254,488,225,935,1181,126,7,267,658,66,43,60,727,143,253,196,207,803,847,27,1998,234
"34","6325","Date and time of patient arrival to Emergency Department (ED)",72341,38467,22105,43245,18521,85220,15723,9369,6429,11383,2053,2013,12396,11151,15338,30448,38145,7699,11665,15455,20740,26275,5148,17295,37450,5439,11859,3884,9690,58045,14090,15412,14992,43416,10006,33192,15239,10103,50151,20024,21105,7130,12685,61912,7837,23797,22695,22792,20900,43590,36501,68185,57482,29945,15673,21303,71902,70687,40644,17260,31431,17888,11571,41025,78754,7934,53781,30715,42375,4774,41342,8054,15955,14096,88340,67367,50722,13897,71281,84923,8427,61066,66386,27028,44525,26297,32966,29856,17377,34399,43967,9294,1208,58246,94226,5930,6104,6280,68399,18213,29154,24308,24197,42687,57995,4908,67833,22265
"35","6350","Prescription of anticoagulant medications",7586,6015,461,1179,222,2701,18,12,75,108,13,3,14,32,62,6951,3594,1788,3067,5737,9015,11001,1619,4540,9578,1139,3799,243,490,960,1192,43,2228,187,42,773,61,72,9079,4183,5510,1265,3139,15186,1014,5833,5492,487,946,7224,173,21176,812,5959,52,469,2489,4529,311,496,0,442,25,4416,26,240,3716,3138,8457,681,263,1836,2897,4,9080,4139,2922,1,1473,19735,1283,629,5963,70,4512,530,942,2673,2264,5033,435,144,2,17345,2903,20,29,15,3512,6,20,473,0,1378,0,3,6,5301
"36","6355","Onset date and timing of prescription of anticoagulant medications",7586,6015,461,1179,222,2701,18,12,75,108,13,3,14,32,62,6951,3594,1788,3067,5737,9015,11001,1619,4540,9578,1139,3799,243,490,960,1192,43,2228,187,42,773,61,72,9079,4183,5510,1265,3139,15186,1014,5833,5492,487,946,7224,173,21176,812,5959,52,469,2489,4529,311,496,0,442,25,4416,26,240,3716,3138,8457,681,263,1836,2897,4,9080,4139,2922,1,1473,19735,1283,629,5963,70,4512,530,942,2673,2264,5033,435,144,2,17345,2903,20,29,15,3512,6,20,473,0,1378,0,3,6,5301
"37","6360","Dangerous mechanism of injury",0,75,0,465,48,739,245,96,66,65,24,31,282,86,146,81,13,3,5,19,32,23,0,3,21,1,14,3,0,64,162,25,3,615,0,24,33,110,35,2,35,7,17,46,2,11,19,127,1,795,3,230,396,0,1,2,14,193,3,24,0,3,39,244,234,8,361,0,162,1,73,0,0,0,410,269,2,0,410,437,114,214,524,139,7,0,1,18,135,205,0,0,0,297,1003,0,0,0,569,0,0,0,329,0,670,3,14,81
"38","6365","Onset date and timing of dangerous mechanism of injury",0,75,0,465,48,739,245,96,66,65,24,31,282,86,146,81,13,3,5,19,32,23,0,3,21,1,14,3,0,64,162,25,3,615,0,24,33,110,35,2,35,7,17,46,2,11,19,127,1,795,3,230,396,0,1,2,14,193,3,24,0,3,39,244,234,8,361,0,162,1,73,0,0,0,410,269,2,0,410,437,114,214,524,139,7,0,1,18,135,205,0,0,0,297,1003,0,0,0,569,0,0,0,329,0,670,3,14,81
"39","6370","Physical signs of basilar skull fracture",3,1,0,9,7,17,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,17,3,0,0,6,0,8,0,0,16,0,0,0,0,0,0,1,2,2,0,3,0,13,105,1,0,3,5,17,5,0,0,1,0,2,24,0,5,0,1,0,0,0,2,2,14,22,1,0,1,56,4,4,4,0,8,1,2,80,30,136,102,7,0,6,8,0,0,0,8,0,2,2,8996,4,19853,0,1,8
